2024-03-26 17:02:15.207 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-03-26 17:02:15.208 [main] WARN  org.hibernate.orm.deprecation - HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2024-03-26 17:02:16.195 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-03-26 17:02:16.198 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-03-26 17:02:16.557 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-03-26 17:02:16.651 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2024-03-26 17:02:17.421 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@8004b2d, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@63031e98, org.springframework.security.web.context.SecurityContextHolderFilter@6fe2f6a0, org.springframework.security.web.header.HeaderWriterFilter@4b33b5b0, org.springframework.web.filter.CorsFilter@b521697, org.springframework.security.web.authentication.logout.LogoutFilter@9eaaecf, com.ecommerce.shopapp.filters.JwtTokenFilter@446fb72e, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@2c9542eb, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4346ed39, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@569242a8, org.springframework.security.web.access.ExceptionTranslationFilter@2b454886, org.springframework.security.web.access.intercept.AuthorizationFilter@608707d]
2024-03-26 17:02:17.632 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2024-03-26 17:02:17.651 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8081 (http) with context path ''
2024-03-26 17:02:17.660 [main] INFO  c.e.shopapp.ShopappApplication - Started ShopappApplication in 4.633 seconds (process running for 5.324)
2024-03-26 17:29:08.085 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2024-03-26 17:29:08.086 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2024-03-26 17:29:08.093 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
